Day,Hour,Tor_scaled,Web_Adult,YouTube
Saturday,8,337.8398370930655,2798857.0,205886776.0
Saturday,9,1048.5047603385287,3150412.0,254216662.0
Saturday,10,1552.9377194845565,1284544.0,286716277.0
Saturday,11,1379.6615157893104,2212801.001,324366420.0
Saturday,12,63.298898281639616,1802526.0,329574028.0
Saturday,13,225.56692946064464,1312636.0,322417693.0
Saturday,14,52.51353873968752,2753575.0,319137272.0
Saturday,15,71.3595877486139,4507799.0,319781492.0
Saturday,16,266.71834210859566,2101208.001,344987730.0
Saturday,17,245.2647583189731,1559861.0,363464433.0
Saturday,18,53.236723134114186,2112804.001,379807313.0
Saturday,19,115.82134566974112,659226.0,365566061.0
Saturday,20,32.54324300118223,3178784.0,356783054.0
Saturday,21,64.70579629594921,899247.002,375612190.0
Saturday,22,24.682447460318972,5528911.0,383170351.0
Saturday,23,2.9182030453254537,7997138.001,366862400.0
Sunday,0,14.20647406080764,4816875.0,295034386.0
Sunday,1,67.78441740000306,2552312.0,187309908.0
Sunday,2,1.1293459345093029,3179389.002,155047158.0
Sunday,3,7.331150482832838,1265709.0019999999,131679634.0
Sunday,4,0.6009664469410068,408960.002,57963772.0
Sunday,5,0.6595328208720957,1152332.004,30764589.0
Sunday,6,3.2288700367449956,417858.001,32287782.0
Sunday,7,6.111413024220019,428221.0,55232272.0
Sunday,8,38.52733123372786,7244592.0,125668585.0
Sunday,9,59.64351317422083,2884372.0,185575268.0
Sunday,10,93.96160670608452,2163242.0,240788647.0
Sunday,11,300.184657064267,1788485.0,294945365.0
Sunday,12,71.7364578258678,4084514.0,289814763.0
Sunday,13,49.74939789016596,3119096.0,349229962.0
Sunday,14,41.31056258979787,2963340.0,339108820.0
Sunday,15,202.18825257369804,975408.0,309133917.0
Sunday,16,51.91640338079535,978413.0,374367007.0
Sunday,17,67.65709388153839,3174393.001,405082515.0
Sunday,18,48.33741085660371,1447507.0,380715752.0
Sunday,19,14.425469952354609,1474494.0,397820000.0
Sunday,20,54.15597800586136,1293281.0,375049951.0
Sunday,21,90.68309167591966,1930193.0,413311725.0
Sunday,22,29.589397722942437,7492652.0,390258695.0
Sunday,23,47.10749408627588,7015397.0,337644605.0
Thursday,0,51.75470192666873,1579391.0,265442444.0
Thursday,1,103.79078829439634,951611.0,161736946.0
Thursday,2,33.84956254041498,1559939.003,107839712.0
Thursday,3,24.460914061799137,3058051.004,72432701.0
Thursday,4,19.784413485367832,2054098.003,62424289.0
Thursday,5,55.46739038397591,89860.00300000001,73415567.0
Thursday,6,29.278739643990942,1174947.0,111291296.0
Thursday,7,36.18208274828374,8454419.0,230030453.0
Thursday,8,33.710780134466226,2879267.0,278454677.0
Thursday,9,112.12903875363895,6218121.0,295531723.0
Thursday,10,85.7277607171287,5352832.0,328180738.0
Thursday,11,192.85307635692178,3344490.0,353067009.0
Thursday,12,554.3516964754334,1303168.0,393028516.0
Thursday,13,138.18145096069665,2819670.0,360281779.0
Thursday,14,355.41395213767936,3681695.001,325366117.0
Thursday,15,40.31237126180209,8779865.0,353305107.0
Thursday,16,17.872044845990036,6260227.0,360245555.0
Thursday,17,13.321594578302957,4130458.001,386192807.0
Thursday,18,148.92097749913188,1891615.0,416897850.0
Thursday,19,171.06336647430948,2001172.0,342039536.0
Thursday,20,62.26505198863228,1412532.001,336593102.0
Thursday,21,1863.1629058578917,1923908.0,479386590.0
Thursday,22,290.9589807030788,1692070.0,433135768.0
Thursday,23,50.84945745468542,3466157.0,337461382.0
Tuesday,0,6.998833833326724,3111378.0,271516164.0
Tuesday,1,176.01997573565976,6496231.0,160297460.0
Tuesday,2,184.35313462923028,260993.001,102752514.0
Tuesday,3,122.75525090016366,392499.005,80633140.0
Tuesday,4,263.26667437607847,31837.005,41091559.0
Tuesday,5,287.2284825882019,293854.003,45442579.0
Tuesday,6,309.5249299395543,1504044.0,82321488.0
Tuesday,7,54.50739025475482,3138435.0,268465506.0
Tuesday,8,43.160537586824894,2417281.0,316256544.0
Tuesday,9,90.83460363265348,4124860.0,267828719.0
Tuesday,10,198.62199214671094,4648253.0,293764562.0
Tuesday,11,282.4857674670488,3657799.0,333843003.0
Tuesday,12,84.03438796929788,12545090.0,374073831.0
Tuesday,13,92.96850057771222,2800325.0,426999618.0
Tuesday,14,292.78858307136886,5181986.0,320020742.0
Tuesday,15,3381.277062458726,6239920.0,346115395.0
Tuesday,16,155.1100486770412,6782912.0,359655804.0
Tuesday,17,82.09401762853818,5212943.0,453181292.0
Tuesday,18,1428.924542473425,2639762.0,490511315.0
Tuesday,19,157.82580883039526,2104106.0,454753717.0
Tuesday,20,139.87482498173716,1677350.001,467941738.0
Tuesday,21,539.4564146826513,2954827.0,529225921.0
Tuesday,22,12761.360659285081,8093758.0,444218089.0
Tuesday,23,30715.549178082754,4085052.0,356919706.0
Wednesday,0,4515.181085220829,3344877.0,227725912.0
Wednesday,1,84.83906160546266,1758066.0019999999,224917111.0
Wednesday,2,22.279901991035054,372264.001,169352092.0
Wednesday,3,64.39004283169646,454205.003,61391474.0
Wednesday,4,0.6569889478506319,86700.004,60351190.0
Wednesday,5,6.324040320745286,1107413.0010000002,57712396.0
Wednesday,6,7.7678575973188435,1323198.001,77017372.0
Wednesday,7,125.98283499509101,13910795.0,237965663.0
Wednesday,8,82.7904671652548,1492568.0,300972839.0
Wednesday,9,135.95078753046408,5508294.0,274920439.0
Wednesday,10,468.014068302208,2895909.0,310821271.0
Wednesday,11,246.25658614478604,1444516.0,348771621.0
Wednesday,12,138.58251329584886,1789485.0,424864298.0
Wednesday,13,361.31654858206747,4707423.0,451437179.0
Wednesday,14,316.0335716644582,5782853.0,379551502.0
Wednesday,15,369.2142672048239,4291291.0,408066230.0
Wednesday,16,489.7108364216467,4486975.0,430703808.0
Wednesday,17,199.25986767023812,5882435.0,440179512.0
Wednesday,18,61.09624291883756,3681218.0,460826109.0
Wednesday,19,113.39078449376836,1534613.0,440396383.0
Wednesday,20,207.99153993310054,1132313.0,400552752.0
Wednesday,21,316.30094697896294,24546392.001,402703027.0
Wednesday,22,135.8438404603655,5881963.0,372974981.0
Wednesday,23,84.7843123142735,2198621.0,426172320.0
